사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차
Nov-21,공항철도 1호선,667,인천공항1터미널,"98,271","100,728","14,212","13,942"
Nov-21,공항철도 1호선,668,인천공항2터미널,"57,732","53,660","6,619","6,387"
Nov-21,공항철도 1호선,669,영종,"68,912","69,190","18,457","18,331"
Nov-21,9호선2~3단계,643,언주,"252,782","258,824","25,703","25,734"
Nov-21,9호선2~3단계,644,선정릉,"227,535","252,520","22,522","22,822"
Nov-21,9호선2~3단계,645,삼성중앙,"152,017","162,055","21,076","21,070"
Nov-21,9호선2~3단계,646,봉은사,"408,960","426,196","39,635","37,972"
Nov-21,9호선2~3단계,647,종합운동장,"99,232","98,285","16,643","15,028"
Nov-21,9호선2~3단계,648,삼전,"153,351","146,658","32,456","31,280"
Nov-21,9호선2~3단계,649,석촌고분,"134,451","130,588","29,736","29,639"
Nov-21,9호선2~3단계,650,석촌,"201,605","176,359","31,137","26,741"
Nov-21,9호선2~3단계,651,송파나루,"112,935","122,251","22,491","23,407"
Nov-21,9호선2~3단계,652,한성백제,"59,040","52,705","15,351","13,837"
Nov-21,9호선2~3단계,653,올림픽공원(한국체대),"162,172","163,132","24,768","25,149"
Nov-21,9호선2~3단계,654,둔촌오륜,"25,036","22,590","5,296","5,656"
Nov-21,9호선2~3단계,655,중앙보훈병원,"199,262","169,896","68,722","67,050"
Nov-21,우이신설선,713,북한산우이,"58,251","51,316","32,649","33,968"
Nov-21,우이신설선,714,솔밭공원,"41,988","37,423","25,479","26,517"
Nov-21,우이신설선,715,4.19민주묘지,"51,474","48,888","31,567","28,506"
Nov-21,우이신설선,716,가오리,"70,475","65,937","42,274","43,311"
Nov-21,우이신설선,717,화계,"56,097","49,274","37,351","37,640"
Nov-21,우이신설선,718,삼양,"30,587","30,404","24,744","27,031"
Nov-21,우이신설선,719,삼양사거리,"34,820","34,853","32,395","32,508"
Nov-21,우이신설선,720,솔샘,"121,763","107,758","35,526","36,481"
Nov-21,우이신설선,721,북한산보국문,"127,147","114,949","39,239","39,017"
Nov-21,우이신설선,722,정릉,"87,900","76,225","41,810","39,233"
Nov-21,우이신설선,723,성신여대입구(돈암),"66,171","77,985","26,595","25,460"
Nov-21,우이신설선,724,보문,"27,506","27,413","13,813","13,705"
Nov-21,우이신설선,725,신설동,"33,796","35,041","24,297","22,007"
