사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2021-11,경원선,360,도봉,380,22,"6,668","1,220","9,472","3,174","20,147","3,534","19,066","10,095","12,276","7,357","10,730","7,416","9,922","6,334","9,224","7,973","9,609","7,943","9,372","9,057","9,730","10,313","9,634","11,906","10,149","13,605","9,940","15,902","4,433","15,939","2,891","8,731","2,417","7,355","1,578","7,155",599,"3,945",73,"1,435",0,0,0,0,0,0
2021-11,경원선,361,도봉산,185,3,"6,453","1,017","9,486","2,387","22,421","4,047","21,190","7,566","13,949","12,279","12,005","16,551","11,508","15,011","13,867","15,297","16,984","12,362","21,214","10,640","24,155","10,119","23,615","9,613","18,967","8,813","13,388","10,039","6,839","8,720","3,990","5,039","3,022","4,390","2,035","4,273",702,"3,117",90,"1,247",0,0,0,0,0,0
2021-11,경원선,362,망월사,387,0,"7,126","1,174","12,087","3,222","27,498","4,639","26,062","12,668","16,157","11,675","12,840","8,622","12,229","9,010","12,487","10,778","12,519","10,847","10,957","10,740","11,519","11,673","13,176","14,794","13,483","18,002","10,933","24,717","5,404","23,124","3,823","13,545","3,425","11,355","3,135","9,639",983,"6,390",162,"2,307",0,0,0,0,0,0
2021-11,경원선,363,회룡,"1,041",5,"14,469","1,942","25,508","5,188","56,023","8,353","46,447","12,207","27,825","10,817","23,252","10,262","21,713","12,395","20,030","14,483","18,515","15,081","16,092","16,720","15,211","20,622","14,569","26,237","14,530","32,215","12,017","42,657","6,737","41,683","5,094","23,104","4,421","19,092","3,420","15,527","1,233","9,331",171,"3,943",0,0,0,0,0,0
2021-11,경원선,364,의정부,"2,453",21,"10,169","1,838","21,723","7,397","47,279","12,732","43,577","34,946","26,040","32,139","22,823","25,432","25,094","27,583","28,169","30,339","28,126","33,444","29,164","31,539","31,511","29,706","35,383","34,700","40,607","41,170","40,758","55,973","25,296","52,033","24,276","29,335","17,595","22,577","15,000","19,665","6,445","12,049",692,"7,057",0,0,0,0,0,0
2021-11,경원선,365,가능,462,3,"7,412","1,765","12,066","3,513","23,875","6,806","22,092","12,098","12,329","8,016","10,757","5,899","10,792","6,765","10,475","6,863","9,316","8,131","8,488","6,706","8,321","8,850","9,492","11,700","11,915","14,867","9,386","20,749","5,635","17,572","4,272","12,363","3,708","8,388","2,612","8,035",921,"4,509",81,"2,402",0,0,0,0,0,0
2021-11,경원선,366,녹양,313,0,"5,116",816,"8,162","2,308","17,950","4,958","14,321","8,213","8,522","4,659","7,725","3,627","7,094","4,793","7,035","4,857","6,373","5,355","5,606","4,451","5,948","6,248","7,123","8,253","7,766","10,451","8,384","13,538","3,779","12,525","2,537","8,336","2,046","6,178","1,417","5,948",606,"3,074",50,"1,771",0,0,0,0,0,0
2021-11,경원선,367,양주,"2,003",6,"5,254","1,924","11,483","5,841","30,687","10,818","25,310","11,602","16,365","8,293","14,245","6,943","13,073","8,134","12,555","8,727","11,682","8,757","9,866","8,427","10,423","10,664","13,771","13,220","14,681","17,829","15,466","22,495","6,688","20,642","3,885","14,181","3,278","10,745","1,837","10,252",697,"5,467",55,"3,125",0,0,0,0,0,0
2021-11,경원선,368,덕계,14,2,"2,705","1,174","8,046","4,630","12,955","3,080","11,436","4,875","6,001","2,519","4,816","1,979","4,913","2,214","4,058","2,539","4,151","2,954","3,510","2,892","4,173","3,852","5,714","4,703","5,149","7,588","4,692","8,742","1,843","9,221","1,512","4,665",968,"4,420",672,"3,190",233,"2,485",28,896,0,0,0,0,0,0
2021-11,경원선,369,덕정,1,0,"3,284","1,596","8,405","5,429","18,146","9,833","16,553","16,489","9,947","8,572","8,078","5,204","8,952","6,153","9,377","7,824","8,977","7,191","8,067","5,792","9,146","7,381","11,464","8,304","13,715","12,731","13,254","13,218","5,245","14,451","3,717","8,017","3,719","7,574","2,203","6,159","1,167","4,323",175,"1,403",0,0,0,0,0,0
2021-11,경원선,370,지행,50,4,"4,967",928,"11,016","2,638","22,214","5,525","20,631","12,107","13,575","7,196","10,813","5,248","10,572","7,008","10,416","7,543","10,368","9,722","9,001","8,558","8,603","10,522","9,437","12,163","11,306","17,366","11,883","17,288","6,257","19,778","4,922","13,134","4,671","9,284","3,372","9,109","1,633","6,992",159,"2,354",0,0,0,0,0,0
2021-11,경원선,371,동두천중앙,36,1,"2,537",629,"5,217","2,041","8,187","4,201","8,411","9,299","6,347","4,337","5,561","3,694","5,243","5,035","5,505","4,222","5,732","5,313","5,297","4,592","5,325","5,281","5,202","5,594","6,519","6,266","7,150","5,920","2,806","6,202","1,846","4,541","1,201","3,131",736,"3,108",294,"2,442",9,805,0,0,0,0,0,0
2021-11,경원선,372,보산,50,0,"1,952",350,"2,361",871,"4,473","2,342","3,940","2,680","3,133","1,789","2,912","1,493","2,685","1,709","2,876","1,665","3,144","2,026","2,916","2,295","2,760","2,408","3,193","2,825","4,244","3,637","3,094","3,775","1,867","4,425","1,188","3,303",855,"2,104",412,"1,961",160,"1,681",12,495,0,0,0,0,0,0
2021-11,경원선,373,동두천,23,1,906,563,"2,844","3,341","5,419","8,245","5,459","6,520","3,945","3,474","4,056","3,420","3,732","3,378","2,655","2,540","3,505","3,803","3,471","3,176","4,380","4,003","3,716","3,380","4,652","4,190","5,315","4,873","2,198","3,916","1,145","2,943",622,"2,461",814,"1,797",201,"1,680",1,452,0,0,0,0,0,0
2021-11,경원선,374,소요산,102,2,674,508,"1,030","1,110","2,870","2,317","3,764","3,355","4,222","4,836","3,642","10,244","4,386","14,385","6,465","15,493","9,268","9,047","14,759","7,107","18,534","5,015","14,900","3,998","9,323","3,081","4,720","1,943","1,622","1,771","1,099","1,436",675,940,219,727,140,787,5,623,0,0,0,0,0,0
2021-11,안산선,281,산본,612,2,"7,763","1,894","21,973","6,315","55,654","13,643","54,782","29,181","26,187","20,191","21,385","17,753","21,096","17,665","22,203","20,698","21,317","23,144","20,396","22,671","22,038","23,111","23,662","29,377","26,264","39,630","28,943","63,744","17,912","54,157","14,987","28,768","14,567","23,277","12,651","19,029","4,423","12,785",102,"1,979",0,0,0,0,0,0
2021-11,안산선,282,대야미,3,0,"2,540",944,"7,558","3,546","17,096","4,771","19,715","8,694","10,301","4,404","7,437","4,907","6,629","4,802","6,912","5,077","7,122","4,928","6,760","5,358","7,531","6,856","8,227","8,169","8,643","9,144","10,290","15,345","4,965","12,093","3,590","7,779","2,633","6,947","1,522","6,187",655,"3,935",27,586,0,0,0,0,0,0
2021-11,안산선,283,반월,15,1,"3,314",831,"7,421","2,247","16,744","4,002","15,687","7,598","9,683","3,560","7,090","3,108","6,246","4,063","6,035","4,292","6,098","4,914","5,195","5,119","5,045","6,536","6,832","8,051","7,253","9,224","7,828","14,712","3,630","11,537","2,483","8,240","1,827","6,408","1,273","5,875",504,"3,572",88,558,0,0,0,0,0,0
2021-11,안산선,284,상록수,437,14,"14,178","2,392","30,629","8,097","69,415","12,282","64,750","18,970","34,524","16,276","23,383","13,189","21,486","12,985","22,625","14,334","21,221","17,256","18,363","17,217","18,939","18,849","20,993","27,146","24,525","38,678","21,918","63,436","13,265","57,714","9,680","35,727","9,151","30,326","6,078","24,162","2,364","16,707",190,"3,071",0,0,0,0,0,0
2021-11,안산선,285,한대앞,130,6,"7,446",890,"15,836","4,184","31,611","7,909","26,748","21,402","16,671","13,902","13,569","12,468","13,832","9,665","15,250","12,331","13,369","12,298","13,553","11,981","14,051","12,469","16,689","16,727","18,970","21,956","18,394","31,049","9,293","26,282","7,647","16,314","7,055","13,482","6,107","11,899","2,162","8,256",88,"1,761",0,0,0,0,0,0
2021-11,안산선,286,중앙,210,9,"8,833",968,"28,025","8,582","58,103","14,710","45,277","35,489","25,263","29,241","20,833","18,130","22,185","18,381","25,221","23,122","24,017","26,868","22,851","25,338","25,065","25,542","30,779","31,015","36,468","43,774","36,700","66,811","22,907","58,064","21,520","31,365","21,685","26,857","19,828","22,291","7,664","16,583",241,"4,173",0,0,0,0,0,0
2021-11,안산선,287,고잔,267,6,"5,391",807,"13,754","4,574","30,974","12,631","22,271","27,534","13,954","14,169","11,699","9,753","12,167","8,924","11,837","9,806","11,040","11,278","11,576","10,660","13,324","10,321","15,098","10,774","21,138","16,498","22,372","25,003","8,683","20,489","6,742","11,926","6,375","10,266","4,604","9,170","1,786","7,445",87,"2,362",0,0,0,0,0,0
2021-11,안산선,288,초지,245,0,"3,113",429,"9,069","3,872","21,397","9,016","16,928","11,816","8,169","8,176","6,247","4,926","6,220","4,277","6,506","5,245","5,613","6,842","5,270","5,332","6,135","5,555","7,500","6,207","9,584","9,929","10,156","15,421","5,035","14,179","3,253","9,175","2,854","7,788","1,549","6,870",478,"4,736",29,"1,535",0,0,0,0,0,0
2021-11,안산선,289,안산,"1,395",5,"10,292","1,627","11,615","15,638","20,066","39,984","21,150","33,559","16,242","14,044","13,181","11,280","13,203","13,351","15,168","12,849","15,295","13,067","15,486","13,008","17,363","14,079","20,215","15,085","40,339","21,902","45,190","23,548","21,120","20,132","17,929","14,421","10,035","11,241","4,082","8,957","1,130","5,294",30,"2,108",0,0,0,0,0,0
2021-11,안산선,290,신길온천,25,0,"1,901",44,"3,277","1,700","6,781","3,369","5,713","2,753","3,286","1,298","2,484","1,464","2,216","1,584","2,168","1,632","2,161","1,507","1,856","1,840","2,222","2,140","2,711","2,618","3,690","3,884","3,744","5,318","1,764","4,396","1,334","2,926",738,"2,320",462,"1,996",99,"1,609",6,320,0,0,0,0,0,0
2021-11,안산선,291,정왕,213,5,"6,490",212,"9,326","12,458","17,776","25,529","14,836","30,895","10,440","24,846","9,866","15,065","10,776","11,993","13,693","12,427","13,660","13,231","12,138","11,714","15,697","11,321","23,032","10,773","30,147","16,239","33,237","20,738","15,140","15,995","11,054","11,894","8,544","9,572","4,574","8,069","1,198","5,831",22,"1,388",0,0,0,0,0,0
2021-11,안산선,292,오이도,185,7,"6,298",236,"14,740","6,531","31,050","12,877","25,033","14,513","14,312","7,777","11,631","7,477","11,117","9,629","11,532","10,724","11,168","10,648","10,225","11,018","11,825","12,634","14,456","14,213","19,115","18,586","17,743","26,169","10,275","22,803","7,797","15,461","7,147","12,021","4,574","10,771","1,188","7,789",4,"3,010",0,0,0,0,0,0
2021-11,안산선,293,수리산,7,1,"3,474",437,"8,601","1,637","19,185","4,101","18,600","6,403","9,698","3,906","6,558","4,163","6,257","3,689","6,127","3,531","5,720","3,637","4,750","3,918","5,109","4,510","4,720","5,789","5,062","7,669","5,505","12,316","2,709","10,434","1,812","6,382","1,288","5,217",955,"5,138",305,"3,080",10,442,0,0,0,0,0,0
2021-11,과천선,231,선바위,1,0,"1,059","1,067","5,922","8,727","18,268","19,862","22,987","26,438","16,085","15,821","10,473","7,725","9,518","7,668","10,083","7,944","10,507","8,039","10,812","7,571","11,430","8,230","15,542","10,041","24,410","12,778","31,049","17,870","14,624","12,965","8,532","8,882","6,719","7,825","3,533","7,199",879,"3,911",5,169,0,0,0,0,0,0
2021-11,과천선,232,경마공원,3,0,373,367,724,"2,442","1,894","3,307","2,681","9,721","2,585","16,498","3,029","20,557","3,487","10,275","3,672","7,575","4,353","6,357","5,346","4,201","6,234","2,925","8,884","2,544","15,912","2,022","31,237","2,465","4,863","1,733","1,329","1,141",748,958,305,716,124,563,3,29,0,0,0,0,0,0
2021-11,과천선,233,대공원,7,0,80,281,283,"3,402",774,"3,581","1,072","9,853","1,462","18,952","2,138","25,778","3,330","14,325","8,295","11,201","10,010","12,041","12,873","10,478","16,942","5,524","19,809","3,364","18,832","1,699","11,257","1,255","4,360",895,"3,987",496,"2,808",434,694,306,189,203,3,8,0,0,0,0,0,0
2021-11,과천선,234,과천,9,2,"1,990",374,"8,210","2,859","22,894","4,856","22,779","9,636","13,422","5,595","9,730","4,796","8,568","4,844","8,902","5,744","8,650","5,685","8,068","6,674","8,736","7,246","10,309","9,045","10,273","11,941","8,313","18,901","3,995","16,267","2,820","9,481","1,847","8,846","1,364","8,739",405,"5,055",8,158,0,0,0,0,0,0
2021-11,과천선,235,정부과천청사,7,1,"1,778","1,036","6,971","11,593","20,484","20,707","18,912","66,182","13,281","18,466","10,679","10,821","11,320","9,659","11,739","9,625","12,305","10,385","12,870","10,812","14,267","10,418","21,806","12,315","32,259","16,019","53,818","21,726","13,693","17,449","11,250","9,545","10,124","9,012","5,449","7,997","1,221","4,577",11,149,0,0,0,0,0,0
2021-11,과천선,236,인덕원,149,3,"7,732","2,925","25,621","13,076","74,894","36,653","71,058","104,578","40,612","41,623","30,496","20,906","26,868","20,769","29,312","19,830","27,891","23,481","26,162","23,721","28,295","27,201","36,544","33,447","54,901","49,385","84,813","80,122","31,493","66,045","23,088","35,378","21,865","31,414","14,257","30,685","3,984","18,082",32,603,0,0,0,0,0,0
2021-11,과천선,237,평촌,33,1,"3,812","2,631","18,671","8,761","56,260","31,716","46,162","90,676","24,219","35,960","18,543","16,161","17,631","13,700","18,871","14,201","17,503","18,107","18,216","14,982","20,741","16,198","24,095","20,446","42,919","27,600","66,543","46,601","26,362","42,153","18,677","21,053","16,716","16,797","13,411","17,093","3,694","9,178",35,488,0,0,0,0,0,0
2021-11,과천선,238,범계,73,0,"7,169","2,483","31,632","9,365","85,566","21,353","75,563","57,038","39,151","43,497","30,901","29,246","30,590","26,079","32,938","27,865","32,319","35,226","31,812","32,470","35,450","35,217","40,586","42,915","48,374","58,708","58,421","92,969","34,075","78,641","34,638","37,414","27,992","30,032","25,435","28,782","8,024","15,590",116,"1,213",0,0,0,0,0,0
2021-11,분당선,143,선릉,34,1,"1,124","1,495","2,036","10,442","4,594","40,735","7,094","133,177","5,782","93,079","7,030","38,417","9,172","24,562","10,954","20,942","12,235","22,759","13,954","17,988","17,784","15,362","26,486","17,255","45,924","20,833","78,202","24,869","33,731","13,706","20,433","6,272","19,528","5,330","17,292","4,608","4,478","2,883",205,831,0,0,0,0,0,0
2021-11,분당선,144,한티,49,19,"1,938","1,098","6,654","9,324","20,243","22,967","23,699","47,863","15,439","39,399","12,093","24,328","14,158","19,469","17,549","23,348","17,994","26,898","18,514","19,706","23,024","21,159","28,431","24,783","39,161","34,001","45,384","36,186","27,245","23,748","28,608","12,508","21,766","11,029","25,006","10,261","3,257","5,124",79,359,0,0,0,0,0,0
2021-11,분당선,145,도곡,136,2,"1,219","1,147","3,322","6,240","8,460","13,016","12,622","23,846","9,752","17,081","7,804","8,500","8,376","7,513","9,200","7,938","9,739","8,429","10,398","7,952","14,282","8,137","16,468","8,837","21,166","11,269","22,163","13,503","11,433","10,571","7,941","6,054","6,639","5,526","4,764","5,085",965,"3,059",25,443,0,0,0,0,0,0
2021-11,분당선,146,구룡,1,0,415,"1,242","1,439","5,736","2,792","8,879","4,269","5,616","3,319","2,294","3,003","1,917","2,854","1,428","2,958","1,874","2,617","1,995","2,486","2,042","3,379","2,362","8,298","2,453","7,161","3,034","4,152","3,839","2,072","3,125","1,130","1,865","3,284","1,741",593,"1,684",113,"1,051",4,43,0,0,0,0,0,0
2021-11,분당선,147,개포동,6,0,837,"1,058","3,010","7,614","8,765","5,452","9,617","8,968","6,010","7,759","5,030","5,504","4,753","3,569","6,016","4,402","5,226","5,132","5,327","4,397","6,105","5,263","9,199","5,720","10,777","7,991","8,463","10,169","4,810","8,120","3,152","4,554","3,283","4,267","2,927","4,124",711,"2,375",10,83,0,0,0,0,0,0
2021-11,분당선,148,대모산입구,5,1,"1,913","1,242","4,569","5,747","13,869","5,446","15,737","9,249","9,297","5,274","6,991","3,830","6,024","4,025","6,368","4,276","6,092","5,064","5,719","4,918","6,308","5,948","8,208","6,796","10,616","8,526","8,962","11,186","3,775","9,316","2,400","5,563","1,862","5,207","1,340","5,731",593,"3,044",3,166,0,0,0,0,0,0
2021-11,분당선,149,수서,28,0,"2,980","3,044","6,133","14,023","22,836","25,013","37,216","45,104","23,478","26,155","22,198","18,935","18,198","14,642","22,005","18,611","20,585","17,306","14,771","17,402","23,407","19,795","27,604","23,583","34,482","29,707","42,121","39,959","18,414","28,250","18,804","17,731","12,801","15,143","13,176","13,940","5,390","6,023",17,546,0,0,0,0,0,0
2021-11,분당선,150,복정,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,2,0,0,0,2,0,2,0,1,0,2,0,3,0,3,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
2021-11,분당선,314,수원,544,5,"4,333",681,"8,612","3,802","23,575","8,041","25,410","13,803","12,015","11,731","7,606","8,146","8,196","8,935","8,976","9,303","9,412","10,646","9,641","10,139","10,694","9,450","13,990","12,543","16,905","20,087","19,912","27,069","13,595","17,387","13,020","9,117","11,714","7,552","10,903","5,426","3,972","3,662",79,784,0,0,0,0,0,0
2021-11,분당선,315,서울숲,98,1,"2,546",590,"4,878","4,824","12,840","20,359","21,403","44,353","14,169","31,769","8,086","23,421","8,252","17,454","9,741","17,279","11,943","20,184","13,956","19,275","18,860","19,006","25,246","18,281","41,178","18,828","51,846","26,101","24,905","16,474","16,221","8,515","15,297","7,689","10,124","6,957","2,398","3,514",65,958,0,1,0,0,0,0
2021-11,분당선,316,압구정로데오,133,1,"1,985",746,"3,310","11,020","4,933","22,619","7,232","70,547","6,581","103,373","8,084","50,522","11,652","37,107","15,260","32,924","18,191","32,297","23,475","30,213","31,537","28,866","40,730","31,557","59,344","39,679","87,567","48,114","62,572","26,106","50,425","9,474","38,307","6,033","32,819","4,628","9,434","2,755",318,529,0,0,0,0,0,0
2021-11,분당선,317,강남구청,21,1,"1,383",567,"2,656","4,612","6,803","14,653","10,200","55,804","8,561","46,751","8,531","20,458","9,389","15,203","10,439","14,128","11,561","15,557","13,524","14,095","15,423","14,131","17,768","14,589","28,825","17,896","52,152","22,219","26,566","13,511","14,785","6,964","13,373","5,565","10,196","5,190","2,883","3,138",96,781,0,0,0,0,0,0
2021-11,분당선,318,선정릉,9,0,801,"1,153","1,938","5,464","4,527","12,704","7,054","52,732","6,034","42,983","5,580","15,304","6,234","9,496","6,633","8,333","7,968","8,785","9,826","7,903","10,717","7,276","13,231","7,780","25,192","9,081","45,989","10,628","23,154","7,040","10,699","3,933","9,350","3,414","7,416","3,180","2,006","2,069",65,550,0,0,0,0,0,0
2021-11,분당선,319,가천대,11,1,"5,302",712,"7,345","4,188","17,147","6,056","25,303","26,810","14,740","19,246","10,205","15,135","14,547","11,666","14,733","17,548","11,506","14,358","15,906","14,393","15,104","11,715","20,864","12,659","26,905","17,973","16,096","24,104","8,940","20,147","6,781","13,534","6,253","13,741","6,025","13,505","2,423","10,409",20,291,0,0,0,0,0,0
